"PoliticalActionCommitteeId","EntityId","Name","Acronym","BusinessPhone","HomePhone","EmailAddress","AddressId","TreasurerId","DateAdded","StatusId","ContactId","DateLastUpdated","BankName","BankPhone","FaxPhone","BankAddressId","InitialBalance","IsInitialbalanceSetByPAC","InitialDebt","IsInitialDebtSetByPac"
166,235,"New Mexico Optometric Pac","","5058962010","5058962010","drlynn7@gmail.com",1982,202,1/1/2010 0:00:00,1,1611,,"Bank of America","505-282-1453","",40711,$0.00,0,,
167,236,"International Union of Operating Engineers Local 953 PAC","","(505) 266-5757","","iuoeloca1953@msn.com",1980,203,1/1/2010 0:00:00,2,1612,,"UNITED LABOR BANK","(505) 341-5200","",57809,$0.00,0,,
168,237,"Citizens For abc Government",,"(505) 222-3519",,"bmalott@meyners.com",1962,204,1/1/2010 0:00:00,2,1613,10/11/2006 13:19:15,"BANK OF AMERICA","888-287-4637",,,,,,
169,238,"New Mexico Retail Association PAC",,"(505) 889-8906","","NMretailassociation@gmail.com",1963,205,1/1/2010 0:00:00,2,1614,,"Wells Fargo Bank","505-872-2730",,79252,,,,
170,239,"Curry County Federated Republican Women",,"(575)769-2599",,"jennings@pdrpip.com",2081,272,1/1/2010 0:00:00,2,1681,10/10/2006 10:41:45,"New Mexico Bank and Trust","(505) 762-4741",,,,,,
171,240,"Better Bernalillo County Bond Committee",,"(505) 966-6630","","rtorrez@southwestcapital.com",2150,379,1/1/2010 0:00:00,1,1788,,"Southwest Capital Bank ","505-243-1890",,76637,,,,
172,241,"Colfax County Democratic Central Committee","","1-5757072680","","Lupita.Encinias@gmail.com",1964,206,1/1/2010 0:00:00,1,1615,,"FNB","5054451400","",43012,$0.00,0,,
173,242,"New Mexico Democratic Club","","505 891-8795","505 891-8795","jaytruck55@msn.com",1965,207,1/1/2010 0:00:00,2,1616,,"New Mexico Bank and Trust","(505) 830-8102","",17117,$0.00,0,,
174,243,"New Mexico Credit Union PAC",,"(505) 338-4233","","Juan@cuanm.org",1966,208,1/1/2010 0:00:00,1,1617,,"NM Central CU","(505) 266-5907",,19192,,,,
175,244,"Roosevelt County Republican Central Committee","","5757992000","","jm6pugh@gmail.com",1967,209,1/1/2010 0:00:00,1,1618,,"James Polk Community Bank","575-356-6601","",12909,$0.00,0,,
176,271,"Blue & Red PAC","","505-992-3451","","domonicsilva@msn.com",2017,273,1/1/2010 0:00:00,2,1682,,"State National Bank","18889778900","",47571,$33.12,1,,
177,245,"Torrance County Democratic Organization",,"(505) 384-6015",,"bob91039@yahoo.com",1970,210,1/1/2010 0:00:00,0,1619,5/29/2007 16:16:06,"Wells Fargo Bank, N.A.","(505) 384-2734",,,,,,
178,246,"Lea County Democratic Party",,"(505) 393-1336",,"pnewey@leacounty.net",1978,211,1/1/2010 0:00:00,2,1620,10/9/2006 13:56:32,"1st National Bank","(575) 392-9200",,,,,,
179,247,"Republican Party of Lincoln County",,"575-802-3647","","NESBITTCJ69@RPLCNM.ORG",2109,274,1/1/2010 0:00:00,2,1683,,"Pioneer Bank","(575) 258-6510",,43970,,,,
180,272,"Cibola County Democratic Party",,"505-980-0886","","gypsy_505@msn.com",2161,380,1/1/2010 0:00:00,1,1789,,"Grants State Bank","(505) 285-6611",,90012,,,,
181,273,"Car of New Mexico","","(505) 345-6060","","patsi@nmada.org",1973,212,1/1/2010 0:00:00,1,1621,,"NM Bank and Trust","505-830-8328","",27243,$0.00,0,,
182,274,"Albuquerque New Car & Truck Dealers Assoc Citi Car","","(505) 345-6060","","patsi@nmada.org",1974,213,1/1/2010 0:00:00,1,1622,,"NM Bank and Trust","505830-8328","",28801,$0.00,0,,
183,275,"NMHA Health PAC",,"505-343-0010","","alohse@nmhsc.com",2164,381,1/1/2010 0:00:00,1,1790,,"Bank of the West","(505) 344-6589",,19744,,,,
184,276,"American Insurance Association PAC","","(202) 828-7100","","psherman@ddcadvocacy.com",2162,382,1/1/2010 0:00:00,2,1791,,"Bank of America","(888) 287-4637","",19195,$0.00,0,,
185,277,"Naral New Mexico Choice PAC","","(505) 259-0659","","piperae@gmail.com",2011,214,1/1/2010 0:00:00,1,1623,,"New Mexico Bank & Trust","(505) 830-8100","",47085,$0.00,0,,
186,278,"Sierra County Republican Party","","575-744-5283","","vickers@fastwave.biz",1976,215,1/1/2010 0:00:00,1,1624,,"BANK OF THE SOUTHWEST","(575) 894-7171","",13569,$0.00,0,,
187,279,"National Federation of Independent Business New Mexico Political Action Committe","NFIBNM PAC","800-552-6342","","kipp.maloney@nfib.org",1977,216,1/1/2010 0:00:00,2,1625,,"Bank of America","800-234-6147","",18630,$0.00,0,,
188,280,"JobsPAC, Inc.",,"(505) 842-0644","","dscott@aci-nm.org",2051,275,1/1/2010 0:00:00,2,1684,,"First Financial Bank","877-322-9530",,16081,,,,
189,281,"New Mexico Building Branch PAC","","(505) 842-1462","","kroepke@agc-nm.org",2057,276,1/1/2010 0:00:00,1,1685,,"New Mexico Bank & Trust","(505) 830-8100","(505) 842-1980",48394,$0.00,0,,
190,282,"Acorn Political Action Committee","","(505) 379-6947","","nmacorn@acorn.org",2148,383,1/1/2010 0:00:00,2,1792,,"Bank of America","505-282-2450","",20156,$737.50,1,,
191,283,"San Juan County Democratic Party","","(505) 327-2111","","carmelg45@hotmail.com",2087,277,1/1/2010 0:00:00,1,1686,,"Citizens Bank","(505) 599-0100","",18159,$0.00,0,,
192,284,"Dealer Economic and Legislative Educational Resources Pac",,"505-232-0809",,"cherlyw@nmiada.com",1998,217,1/1/2010 0:00:00,2,1626,10/10/2006 10:42:17,"New Mexico Bank & Trust","505-830-8340",,,,,,
193,285,"New Mexico Association of Insurance and Financial Advisors PAC","NAIFAPACll","(505) 238-5608","(505)869-2665","lturner726@aol.com",1981,218,1/1/2010 0:00:00,1,1627,,"Bank of Albuquerque N A","(505) 855-0855","(505)869-0525",29698,$0.00,0,,
194,286,"Lea County Republican Central Committee","","(575) 393-9521","","kristie.parish@yahoo.com",1983,219,1/1/2010 0:00:00,1,1628,,"Western Commerce Bank","575-397-3281","",22470,$0.00,0,,
195,287,"South-Central Pac","SCPAC","(817) 481-7047","","jfalk@butsavage.com",2013,220,1/1/2010 0:00:00,2,1629,,"Union Savings Bank","505 341 5200","",20024,$0.00,0,,
196,288,"PAC 22","","575-760-0526","","julie.miller@yucca.net",1984,221,1/1/2010 0:00:00,1,1630,,"James Polk Stone Community Bank","(575)356-6601","",16864,$35657.00,0,,
197,289,"Lopez Pac Committee",,"(505) 242-0412",,"lopezcpa@peoplepc.com",1985,222,1/1/2010 0:00:00,2,1631,,"","",,,,,,
198,290,"South Valley Citizens for Independence",,"(505) 242-0412","","alopezepa@peoplepc.com",2063,278,1/1/2010 0:00:00,0,1687,,"Wells Fargo","(505) 766-7389",,22750,,,,
199,291,"Representative Majority Leadership Office fund","","(505) 455-7612","","dogruel@earthlink.net",1986,223,1/1/2010 0:00:00,1,1632,,"Nusenda Credit Union","505 889-7755","",30822,$0.00,0,,
200,292,"New Mexico Turn Around","","5052422050","","info@nmturnaround.com",2102,279,1/1/2010 0:00:00,1,1688,,"United Business Bank","505 864-3301","",26538,$0.00,0,,
201,293,"New Mexico Building & Construction Trades","","5053198633","5053198633","smmprecisesolutionsllc@yahoo.com",1993,224,1/1/2010 0:00:00,1,1633,,"Union Savings Bank","(505) 341-5200","",26521,$0.00,0,,
202,294,"New Mexico Petroleum Marketers Association","","(505) 293-6250","","nmpetrol@comcast.net",2070,280,1/1/2010 0:00:00,2,1689,,"Bank of America","855-0680","",14632,$0.00,0,,
203,295,"New Mexico Horsemen's Association ""PAC""","NMHA","(505) 266-7056","","nmhastate1@aol.com",1997,225,1/1/2010 0:00:00,1,1634,,"Bank of Albuquerque","(505)282-3030","",32704,$0.00,0,,
204,296,"Curry County Democratic Party","CCDP","575-769-1982","575-763-9372","faptaxprep@aol.com",2122,281,1/1/2010 0:00:00,1,1690,,"Bank of Clovis","(505) 769-9000","575-769-2365",35390,$0.00,0,,
205,297,"Hispanic Unity USA",,"(818) 260-0669",,"kinde@durkeeandassociates.com",2029,282,1/1/2010 0:00:00,0,1691,10/11/2006 12:20:50,"Wells Fargo Bank",,,,,,,
206,298,"Plumbers & Steamfitters, UA Local Union No. 412","","(505) 265-1513","","wendyg@ualocal412.org",1995,226,1/1/2010 0:00:00,1,1635,," United Business Bank","(505) 341-5200","",19773,$0.00,0,,
207,299,"San Miguel County Democratic Party",,"(505) 670.1738","","martinlegerlv@aol.com",1996,227,1/1/2010 0:00:00,1,1636,,"Southwest Capital Bank","505.425.7565",,48233,,,,
208,300,"Santa Fe County Democratic Party","","(505) 467-8514","","sfdchair@gmail.com",2053,283,1/1/2010 0:00:00,1,1692,,"Nusenda Credit Union","505-467-6000","",21657,$0.00,0,,
209,301,"Committee to Elect Andrew J Perkins",,"(505) 820-6490",,"aperkins@cnsp.com",1999,228,1/1/2010 0:00:00,2,1637,,"","",,,,,,
210,302,"Make a Difference PAC",,"(505) 624-0608",,"snmb2d01@Allstate.com",2000,229,1/1/2010 0:00:00,2,1638,10/11/2006 13:33:04,"Pioneer Bank","(505) 627-4400",,,,,,
211,303,"Sierra County Democratic Party","","575.505.4321","","seaproptorc@yahoo.com",2182,384,1/1/2010 0:00:00,1,1793,,"Bank of the Southwest","505 894 7171","",47895,$0.00,0,,
212,304,"Committee on Individual Responsibility",,"(505) 243-6003","","peter@nmtla.org",2015,230,1/1/2010 0:00:00,1,1639,,"Bank of the West","(505) 842-9385",,19663,,,,
213,305,"GreenVote",,"(505) 310-4387","","e3designlab@mac.com",2002,231,1/1/2010 0:00:00,2,1640,,"century bank","(505) 424-2888",,51478,,,,
214,306,"RA Democratic Party",,"(505) 929-0125","","rcmartinez@email.com",2003,232,1/1/2010 0:00:00,0,1641,,"Community Bank","(505) 367-3000",,49819,,,,
215,307,"Grant County Democratic Party","GCDP","(575) 956-3168","(575) 388-8077","maryhotvedt@aol.com",2188,385,1/1/2010 0:00:00,1,1794,,"Western Bank","575-388-3521","",20318,$0.00,0,,
216,308,"Chaves County Republican Women","","15756252615","15756252615","t.barncastle@yahoo.com",2159,386,1/1/2010 0:00:00,1,1795,,"Pioneer Bank",".575-624-3300","",29206,$0.00,0,,
217,309,"Democratic Party of Taos County","","5757410195","","kat_duran@yahoo.com",2155,387,1/1/2010 0:00:00,1,1796,,"Centinel Bank","(505) 758-6700","",51426,$0.00,0,,
218,310,"National Association of Insurance and Financial Advisors  New Mexico - NAIFA",,"(505) 797-9007","","naifanm@gmail.com",2180,388,1/1/2010 0:00:00,0,1797,,"Bank of Albuquerque","505-855-0855",,,,,,
219,311,"Ag 2006","","505-823-2300","","alexis-valdez@hotmail.com",2005,233,1/1/2010 0:00:00,2,1642,,"First Community Bank",".","",47956,$0.00,0,,
220,312,"NM NAIOP PAC","","(505) 345-6976","505-379-6579","john@naiopnm.org",2065,284,1/1/2010 0:00:00,1,1693,,"Wells Fargo Bank","505-341-7300","",26360,$0.00,0,,
221,313,"Republican Party of Valencia County","","(505) 357-5793","","VCRP@valenciagop.com",2033,285,1/1/2010 0:00:00,1,1694,,"United Business Bank","(505) 864-3301","",25512,$0.00,0,,
222,314,"Albuquerque Police Officers' Association Pac",,"(505) 768-2181",,"apoa@thuntek.net",2030,286,1/1/2010 0:00:00,2,1695,10/30/2006 15:01:50,"Rio Grande Federal Credit Union","505-262-1401",,,,,,
223,315,"New Mexico Dental Hygienists' HY-PAC","NMHYPAC","(505) 292-8307","","pamrdhnm@msn.com",2014,234,1/1/2010 0:00:00,1,1643,,"Wells Fargo Bank",".","",39337,$0.00,0,,
224,316,"American Consulting Engineers Council of New Mexico Pac","","(505) 888-6161","","acecnm@acecnm.org",2006,235,1/1/2010 0:00:00,1,1644,,"Bank of America, NA","(505) 282-2726","",21630,$0.00,0,,
225,317,"United Transportation Union PAC",,"(505) 565-1330",,"bacacorral@aol.com",2007,236,1/1/2010 0:00:00,0,1645,10/7/2006 10:51:07,"Wells Fargo Bank Of Belen","9505)864-7401",,,,,,
226,318,"New Mexico Mortgage Lenders Assoc Pac",,"(505) 821-2700",,"david.jansen@charter.com",2061,287,1/1/2010 0:00:00,2,1696,10/11/2006 12:24:41,"Charter Bank","(505) 332-5507",,,,,,
227,319,"New Mexico PT PAC","","505-259-2939","","amy@dsptnetwork.com",2045,288,1/1/2010 0:00:00,1,1697,,"Wells Fargo Lomas Office","5057655173","",16666,$0.00,0,,
228,320,"PAC 505",,"(505) 720-3353",,,2064,289,1/1/2010 0:00:00,0,1698,10/31/2006 11:31:58,"New Mexico Educators Federal Credit Union","505-889-7755",,,,,,
229,380,"NEW MEXICO FEDERATION OF LABOR, AFL-CIO",,"(505) 262-2629",,,2016,290,1/1/2010 0:00:00,0,1699,10/20/2008 9:37:10,"","",,,,,,
230,321,"N/A","","N/A","","xxxx@xxxx.com",2019,291,1/1/2010 0:00:00,1,1700,,"N/A","N/A","",48378,$0.00,0,,
231,322,"Southwestern Committee on Political Education for Southwestern Public Serv. Co.","SCOPE","806-378-2388","806-679-7527","terry.price@xcelenergy.com",2032,292,1/1/2010 0:00:00,1,1701,,"First American Bank","575 623-8500","",18586,$0.00,0,,
232,381,"Democratic Party of New Mexico","","505-830-3649","602-295-7598","solander@capcompliance.com",2022,293,1/1/2010 0:00:00,1,1702,,"Nusenda Credit Union","505-889-7755","",17383,$0.00,0,,
233,323,"Democratic Lieutenant Governors' Association","","(202) 479-1111","","chriskoerner@democraticltgovernors.org",2185,389,1/1/2010 0:00:00,2,1798,,"Wells Fargo","505.989.3908 ","",19847,$0.00,0,,
234,324,"Santa Fe County Republican Party","RPSFC","5052048126","","ledward.gallegos@gmail.com",2178,390,1/1/2010 0:00:00,1,1799,,"First National Bank of Santa Fe","505-992-2000","",15049,$0.00,0,,
235,325,"Committee to Elect Linda Jaramilo",,"(505) 847-2389",,"sarahsunset@aol.com",2028,294,1/1/2010 0:00:00,2,1703,2/27/2007 16:18:44,"","",,,,,,
236,326,"Progress New Mexico","","505-259-3398","505-259-3398","BillRehm@comcast.net",2031,295,1/1/2010 0:00:00,1,1704,,"Wells Fargo Bank","(505)299.6819","",48449,$0.00,0,,
237,327,"Lea County Federated Republican Women","","575-441-3566","","gretchenkoether@yahoo.com",2034,296,1/1/2010 0:00:00,1,1705,,"Lea County State Bank","505-397-4511","",12145,$0.00,0,,
238,328,"New Mexico UTV PAC",,"555651330",,"bacacorral@aol.com",2035,297,1/1/2010 0:00:00,0,1706,6/26/2008 16:42:45,"","",,,,,,
239,329,"Business People For Good Government",,"(505) 865-7800",,"max@nmranchland.com",2036,298,1/1/2010 0:00:00,2,1707,10/10/2006 10:28:22,"MyBank (formerly the Bank of Belen)","(505) 864-3301",,,,,,
240,330,"New Mexico Beverage Association","","(505) 983-6101","","davidjthorp@gmail.com",2037,299,1/1/2010 0:00:00,2,1708,,"US Bank","(800)673-3555","",19236,$0.00,0,,
241,331,"Committee to Elect Carolie Mae Watkins",,"(505) 778-5167",,"caroliewatkins@yahoo.com",2038,300,1/1/2010 0:00:00,2,1709,,"","",,,,,,
242,332,"Committee to Keep Stan Whitaker",,"505-338-1530",,,2043,301,1/1/2010 0:00:00,2,1710,10/9/2006 15:21:44,"First Community Bank","888-699-7500",,,,,,
243,333,"ActBlue New Mexico","","617-517-7600","","treasurer@actblue.com",2048,302,1/1/2010 0:00:00,1,1711,,"Bank of America","888-852-5000","",29101,$0.00,0,,
244,334,"Independent Voters of New Mexico",,"(505) 286-4676",,"abegutmann@aol.com",2040,303,1/1/2010 0:00:00,2,1712,10/10/2006 15:13:28,"NM Educators Federal Credit Union","(505) 888-8920",,,,,,
245,335,"Otero County Tobacco Education Coalition",,"(505) 491-3575",,"otec@charterinternet.com",2042,304,1/1/2010 0:00:00,0,1713,11/8/2006 13:18:03,"","",,,,,,
246,336,"RGA NM PAC",,"(202) 662-4168",,,2050,305,1/1/2010 0:00:00,0,1714,10/10/2006 10:47:08,"Smith Barney Citigroup","(505) 982-2611",,,,,,
247,337,"Republican State Leadership Committee NM PAC",,"(202) 349-2400",,,2049,306,1/1/2010 0:00:00,0,1715,10/10/2006 10:46:34,"Bank of America","505-988-4441",,,,,,
248,338,"Santa Fe Courthouse Committee",,"(505) 982-0011",,,2054,307,1/1/2010 0:00:00,0,1716,10/11/2006 14:08:37,"Charter Bank",,,,,,,
249,339,"Republican Legislative Campaign Committee",,"(505) 627-8372",,"radair@dfn.com",2044,308,1/1/2010 0:00:00,0,1717,10/11/2006 14:23:55,"First Federal Bank","(505) 622-6201",,,,,,
250,340,"Noche Pac",,"(505) 243-3751",,"dduhigg@aol.com",2056,309,1/1/2010 0:00:00,2,1718,10/13/2006 11:16:49,"Bank of America",,,,,,,
251,341,"Citizens for Tax Accountability Committee",,"(505) 830-6200",,"marla.castner@mossadams.com",2055,310,1/1/2010 0:00:00,2,1719,10/26/2006 14:48:56,"Wells Fargo",,,,,,,
252,342,"Republican Party of Grant County","RPGC","(575)536-3103","","lindabeetle620@gmail.com",2168,391,1/1/2010 0:00:00,1,1800,,"First New Mexico Bank","575-388-3121","",25723,$21806.88,0,,
253,343,"NMFIREPAC",,"505.288.2303","","gasi244@gmail.com",2062,311,1/1/2010 0:00:00,1,1720,,"US Eagle Federal Credit Union","(505)342.8993",,47600,,,,
254,344,"Citizens for Improved Community Safety",,"505-690-7167",,,2068,312,1/1/2010 0:00:00,2,1721,11/17/2006 15:15:27,"Century Bank","505-424-2863",,,,,,
255,345,"Los Alamos Families for Progress",,"(505) 662-2742","","andreangreg@comcast.net",2060,313,1/1/2010 0:00:00,2,1722,,"Los Alamos National Bank","(505)662-5171",,91509,,,,
256,346,"New Mexicans to Restore Democracy",,"(505)-293-5392",,,2059,314,1/1/2010 0:00:00,2,1723,11/2/2006 8:20:53,"Wells Fargo Bank, N.A.","1-800-877-4833",,,,,,
257,347,"Vote Yes on 4 Committee",,"(505) 998-3200",,"eherrera@redw.com",2058,315,1/1/2010 0:00:00,2,1724,11/1/2006 16:01:06,"Bank of Albuquerque","(505)998-3412",,,,,,
258,348,"People for Aerospace ",,"(505) 744 4094",,,2089,316,1/1/2010 0:00:00,2,1725,4/19/2007 13:41:53,"Compass Bank",,,,,,,
259,349,"Ken Martinez Leadership Fund ","","505 287-8801","505 287 0716","kenmartmlo@gmail.com",2075,317,1/1/2010 0:00:00,1,1726,,"Grants State Bank","505-287-8801","",21873,$0.00,0,,
260,350,"Vote Yes on Ordinance 529 Committee",,"(505) 663-0636",,"dnielson@boyercompany.com",2066,318,1/1/2010 0:00:00,2,1727,1/9/2007 11:43:50,"Wells Fargo Bank, N.A., Los Alamos Smith's Office","(505) 662-1655",,,,,,
261,351,"LOLA PAC","","575-589-4586","915-562-3730","suzannesazar@bluefeatheraero.com",2093,319,1/1/2010 0:00:00,2,1728,,"Compass Bank","(575) 589-7908","",24994,$0.00,0,,
262,352,"Southwest Regional Council of Carpenters NM Pac","","(213) 228-8492","","info@olsonhagel.com",2124,320,1/1/2010 0:00:00,1,1729,,"Wells Fargo Bank ","(505) 255-4372","",19712,$0.00,0,,
263,353,"Republican Party of Chaves County","","575-622-4182","","kbsjberry@cableone.net",2079,321,1/1/2010 0:00:00,1,1730,,"JP Stone Community Bank","(575) 622-7621","",89096,$0.00,0,,
264,354,"Farmers Employee and Agent Political Action Committee","","303-870-6347","","daniel.jablan@farmersinsurance.com",2101,322,1/1/2010 0:00:00,1,1731,,"Bank of Albuquerque","505-837-4161","",29325,$0.00,0,,
265,355,"Committe to elect Oscar Vasquez Botler",,"(505) 647-3682",,"delfina@nmsu.edu",2085,323,1/1/2010 0:00:00,2,1732,2/15/2008 17:48:17,"Wells Fargo Bank, N.A.",,,,,,,
266,356,"Santa Fe Housing Opportunity Partnership",,"(505) 983-2119",,"denise@sfar.com",2082,324,1/1/2010 0:00:00,0,1733,2/18/2008 9:15:28,"First National Bank","505 992-2000",,,,,,
267,357,"All children matter",,"(616) 776-5440","","llisker@hdafec.com",2163,392,1/1/2010 0:00:00,2,1801,,"Bank of America","888-287-4637",,51198,$0.00,1,,
268,358,"New Mexico Justice","","(575) 524-1471","","michael@mlstoutlaw.com",2083,325,1/1/2010 0:00:00,1,1734,,"Sunflower Bank","575-525-8900","",29166,$4219.42,0,,
269,359,"Bonds for Libraries","","(505) 463-8898","","bondsforlibraries@gmail.com",2084,326,1/1/2010 0:00:00,2,1735,,"Wells Fargo","800-225-5935","",19571,$0.00,0,,
270,360,"Bonds for Libraries",,"(505) 463-8898",,"linda.oconnell@att.net",2086,327,1/1/2010 0:00:00,0,1736,3/12/2008 16:00:33,"","",,,,,,
271,361,"NEA Fund for Children and Public Education Non-Federal Itemized Acct-NM","","202-822-7255","","jtakacs@nea.org",2099,328,1/1/2010 0:00:00,2,1737,,"Bank of America","(505) 473-8605","",17122,$0.00,0,,
272,362,"New Mexico Rural Water Association PAC","","(505) 604-3456","","entranosa@aol.com",2129,329,1/1/2010 0:00:00,1,1738,,"Bank of the West","(505) 286-4041","",38750,$0.00,0,,
273,363,"Nm Political Action for Lardidate Election",,"(505) 261-2728",,"ecostilla@cabq.gov",2088,330,1/1/2010 0:00:00,2,1739,4/17/2008 16:39:21,"","",,,,,,
274,364,"Progress, Vision, and Commitment Political Action committee","","(505) 222-3535","","cbrown@meyners.com",2090,331,1/1/2010 0:00:00,2,1740,,"Bank of America","(505) 888-6625","",38322,$0.00,0,,
275,365,"NM Optometric PAC",,"(505) 828-0828",,"dcdeanod@comcast.net",2091,332,1/1/2010 0:00:00,0,1741,4/25/2008 17:31:35,"","",,,,,,
276,366,"Benjamin Chavez For District Court Judge",,"(505) 243-3751","","dduhigg@aol.com",2094,333,1/1/2010 0:00:00,2,1742,,"","",,,,,,
277,367,"New Mexico Health care Political Committee",,"(505) 880-1088",,"lsechovec@nmhca.org",2095,334,1/1/2010 0:00:00,0,1743,5/1/2008 15:28:24,"","",,,,,,
278,382,"Uranium Producers of New Mexico","","000-000-0000","","aduran@duranresources.com",2098,335,1/1/2010 0:00:00,1,1744,,"New Mexico Bank & Trust","505-946-2500","",28819,$0.00,0,,
279,368,"Committee to Elect Senate Democrats",,"(505) 865-0688","","lopez4148@msn.com",2142,336,1/1/2010 0:00:00,1,1745,,"Bank of America","(505) 282-2450",,28555,,,,
280,369,"Democratic Women of Socorro","","(575) 835-2026","","vmoore@nmt.edu",2104,337,1/1/2010 0:00:00,2,1746,,"Wells Fargo Bank","575-835-2410","",89523,$0.00,0,,
281,370,"Conservatives for a Republican Majority","","(575) 623-1957","","crogers@stratanm.com",2105,338,1/1/2010 0:00:00,1,1747,,"New Mexico Bank & Trust","(505) 830-8100","",30413,$165.58,0,,
282,371,"Republican Women",,"(575) 491-7894",,"contessakd@msn.com",2107,339,1/1/2010 0:00:00,2,1748,5/16/2008 9:42:05,"","",,,,,,
283,372,"G O Bond C for Better Health",,"(505) 272-5622",,,2110,340,1/1/2010 0:00:00,2,1749,6/6/2008 16:38:38,"Wells Fargo Bank, N.A.","(505) 256-8224",,,,,,
284,373,"NM Rural Water PAC","","(505) 604-3456","","NMRWPAC@aol.com",2111,341,1/1/2010 0:00:00,0,1750,,"Bank of the West, Cedar Crest Office","5052864041","",43596,$7949.69,1,,
285,374,"New Mexico Political Action for Candidate Election",,"505-247-2336",,,2121,342,1/1/2010 0:00:00,2,1751,6/24/2008 10:58:28,"Compass Bank","1-800852-0803",,,,,,
286,383,"San Miguel County Democratic Party",,"(505) 425-5554",,,2112,343,1/1/2010 0:00:00,0,1752,6/24/2008 11:41:24,"","",,,,,,
287,384,"South ValleyResidents for Independence",,"(505) 242-0412",,,2113,344,1/1/2010 0:00:00,2,1753,6/24/2008 11:46:44,"","",,,,,,
288,375,"Gallagher and Kennedy NM PAC","","(505) 982-9523","","DLM@gknet.com",2114,345,1/1/2010 0:00:00,2,1754,,"Wells Fargo Bank, N.A. (Washington Office)","(505) 984-0500","",30460,$0.00,0,,
289,385,"Committee of Hotel and Motel Operators",,"(505) 983-4554",,,2115,346,1/1/2010 0:00:00,0,1755,6/27/2008 16:01:44,"","",,,,,,
290,386,"America Votes - New Mexico","","(202) 962-7240","","sfinkle@americavotes.org",2117,347,1/1/2010 0:00:00,2,1756,,"Bank OF America","(505) 282-2450","",19216,$0.00,0,,
291,387,"LCV 527 New Mexico",,"202-785-8683",,,2123,348,1/1/2010 0:00:00,2,1757,7/7/2008 14:36:09,"Community Bank - Santa Fe","505-946-3500",,,,,,
292,388,"Committee to Renew the UNM Hospital Mil Levy",,"(505) 842-8290",,"bmalott@meyners.com",2125,349,1/1/2010 0:00:00,0,1758,8/7/2008 15:25:26,"","",,,,,,
293,389,"The Committee to Remove Judge Counts",,"575-437-1993",,,2126,350,1/1/2010 0:00:00,0,1759,10/15/2008 11:40:05,"Compass Bank","575-434-2660",,,,,,
294,390,"People for Aerospace - Otero","","575-430-2113","","tara@g2strategies.org",2174,393,1/1/2010 0:00:00,2,1802,,"First National Bank","(575)437-4880","",83680,$0.00,0,,
295,391,"Santa Fe Friends of Capitalism PAC","","(505) 690-0433","","john@hubbellmech.com",2127,351,1/1/2010 0:00:00,2,1760,,"Community Bank","(505) 946-3500","",20066,$0.00,0,,
296,392,"Mortgage Industry Professional PAC (MIP-PAC)","","(505) 821-2700","","amuxworthy@nusenda.org",2128,352,1/1/2010 0:00:00,2,1761,,"Nusenda Credit Union","505-889-7755","",46708,$0.00,0,,
297,393,"Coalition for Responsible Healthcare",,"(505) 486-5272","","bill@williamsharer.com",2130,353,1/1/2010 0:00:00,0,1762,,"Four Corners Community Bank","(505)327-3222",,,,,,
298,394,"NM's Future Leaders","","(202) 222-5801","","zakahi@gmail.com",2131,354,1/1/2010 0:00:00,2,1763,,"Citizen's Bank of Las Cruces","575-647-4136","",24589,$0.00,0,,
299,395,"United Health Group Inc. Political Action Committee of New Mexico",,"(202) 654-9928","","allison_thompson@uhc.com",2132,355,1/1/2010 0:00:00,2,1764,,"Wells Fargo Bank","(505) 766-6415",,20123,,,,
300,396,"Republican Majority Fund",,"(505) 884-8744","","NICKL@JNICKLEITCH.com",2133,356,1/1/2010 0:00:00,2,1765,,"Wells Fargo Bank","(505) 766-6417",,19689,$500.00,1,,
301,397,"Democrats for Rick Lass",,"(505) 992-3400",,,2134,357,1/1/2010 0:00:00,2,1766,10/14/2008 14:29:33,"Wells Fargo Bank","505-984-0500",,,,,,
302,398,"Cibola County Republican Party",,"(505) 287-8682",,"nmeech@live.com",2135,358,1/1/2010 0:00:00,0,1767,9/11/2008 9:24:47,"Grants State Bank","(505) 285-6611",,,,,,
303,399,"PAC-WEST","","5053275450","","spneville@msn.com",2136,359,1/1/2010 0:00:00,2,1768,,"Wells Fargo","5055667220","",20721,$0.00,0,,
304,400,"Albuquerque Federated Republican Women(AFRW)","AFRW","505-249-5496","","bbailie60@msn.com",2137,360,1/1/2010 0:00:00,1,1769,,"Wells Fargo","505-275-6805","",113492,$0.00,0,,
305,401,"CRUISE- Committee for Rail & Urban Infrastructure Systems",,"(505) 553-5307",,,2138,361,1/1/2010 0:00:00,0,1770,9/18/2008 13:01:18,"Compass Bank","(505) 888-9158",,,,,,
306,402,"Building Hospitals for Sandoval County",,"(505) 925-8691",,,2186,394,1/1/2010 0:00:00,2,1803,10/6/2008 16:08:00,"Well Fargo Bank, N.A.","(800) 225-5935",,,,,,
307,403,"Hispanos Unidos","","(575) 639-4312","","cvitcon@aol.com",2139,362,1/1/2010 0:00:00,1,1771,,"Citizens Bank ","575-647-4100","",28576,$0.00,0,,
308,404,"RGA New Mexico 2010 PAC","","(202) 662-4162","","MADAMS@RGA.ORG",2141,363,1/1/2010 0:00:00,2,1772,,"Grants State Bank","(505) 285-6611","",26113,$0.00,1,,
